equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
296,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,314,4,1916,966770,2025-05-29 06:00:00,IoT
297,28,2025-05-28,28,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,262,7,1620,790828,2025-05-28 12:00:00,IoT
298,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,293,16,1314,434358,2025-05-06 09:00:00,IoT
299,30,2025-05-30,30,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,317,6,1639,849649,2025-05-30 11:00:00,IoT
300,17,2025-05-17,17,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,291,15,1457,770414,2025-05-17 06:00:00,IoT
301,3,2025-05-03,3,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,349,20,1759,721599,2025-05-03 07:00:00,IoT
302,15,2025-05-15,15,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,312,12,1749,845597,2025-05-15 18:00:00,IoT
303,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,289,9,1594,858663,2025-05-24 18:00:00,IoT
304,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,269,10,1501,814977,2025-05-24 06:00:00,IoT
305,18,2025-05-18,18,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,301,24,1971,700766,2025-05-18 18:00:00,IoT
306,13,2025-05-13,13,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,339,10,1853,807580,2025-05-13 14:00:00,IoT
307,14,2025-05-14,14,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,289,4,1582,646709,2025-05-14 07:00:00,IoT
308,30,2025-05-30,30,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,292,5,1390,470182,2025-05-30 17:00:00,IoT
309,19,2025-05-19,19,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,257,21,1401,369616,2025-05-19 15:00:00,IoT
310,2,2025-05-02,2,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,316,13,1921,852922,2025-05-02 10:00:00,IoT
311,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,341,10,1962,937375,2025-05-30 10:00:00,IoT
312,3,2025-05-03,3,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,309,6,1697,657133,2025-05-03 08:00:00,IoT
313,6,2025-05-06,6,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,290,14,1508,463300,2025-05-06 14:00:00,IoT
314,25,2025-05-25,25,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,289,5,1537,538940,2025-05-25 07:00:00,IoT
315,6,2025-05-06,6,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,352,7,1620,662732,2025-05-06 11:00:00,IoT
316,3,2025-05-03,3,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,282,24,1601,869200,2025-05-03 06:00:00,IoT
317,10,2025-05-10,10,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,261,20,1603,837083,2025-05-10 14:00:00,IoT
318,8,2025-05-08,8,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,276,4,1371,463676,2025-05-08 06:00:00,IoT
319,27,2025-05-27,27,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,272,23,1602,795160,2025-05-27 16:00:00,IoT
320,21,2025-05-21,21,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,273,9,1238,355714,2025-05-21 07:00:00,IoT
321,29,2025-05-29,29,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,321,13,1365,448223,2025-05-29 18:00:00,IoT
322,4,2025-05-04,4,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,273,15,1386,627098,2025-05-04 17:00:00,IoT
323,16,2025-05-16,16,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,313,9,1518,490600,2025-05-16 11:00:00,IoT
324,30,2025-05-30,30,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,317,22,1828,627925,2025-05-30 06:00:00,IoT
325,20,2025-05-20,20,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,301,20,1575,861562,2025-05-20 12:00:00,IoT
326,16,2025-05-16,16,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,297,9,1498,571951,2025-05-16 12:00:00,IoT
327,21,2025-05-21,21,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,300,25,1639,610239,2025-05-21 12:00:00,IoT
328,12,2025-05-12,12,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,302,19,1376,589252,2025-05-12 15:00:00,IoT
329,11,2025-05-11,11,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,311,10,1613,717183,2025-05-11 15:00:00,IoT
330,1,2025-05-01,1,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,331,21,1520,777574,2025-05-01 11:00:00,IoT
331,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,295,20,1568,626433,2025-05-08 10:00:00,IoT
332,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,328,8,1456,703645,2025-05-27 11:00:00,IoT
333,6,2025-05-06,6,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,280,3,1383,589594,2025-05-06 15:00:00,IoT
334,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,360,21,1890,845492,2025-05-23 08:00:00,IoT
335,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,279,5,1289,478564,2025-05-07 06:00:00,IoT
336,2,2025-05-02,2,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,268,3,1210,488005,2025-05-02 13:00:00,IoT
337,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,311,8,1533,778655,2025-05-11 17:00:00,IoT
338,30,2025-05-30,30,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,281,6,1437,574266,2025-05-30 18:00:00,IoT
339,28,2025-05-28,28,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,304,6,1791,757406,2025-05-28 15:00:00,IoT
340,11,2025-05-11,11,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,308,23,1680,779044,2025-05-11 18:00:00,IoT
341,16,2025-05-16,16,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,311,24,1887,737079,2025-05-16 09:00:00,IoT
342,19,2025-05-19,19,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,289,3,1450,466767,2025-05-19 08:00:00,IoT
343,23,2025-05-23,23,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,324,22,1590,416977,2025-05-23 08:00:00,IoT
344,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,300,7,1644,654583,2025-05-11 13:00:00,IoT
345,11,2025-05-11,11,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,295,23,1488,667519,2025-05-11 08:00:00,IoT
346,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,342,9,2028,705974,2025-05-29 10:00:00,IoT
347,8,2025-05-08,8,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,302,3,1465,556641,2025-05-08 17:00:00,IoT
348,2,2025-05-02,2,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,316,18,1514,487209,2025-05-02 12:00:00,IoT
349,29,2025-05-29,29,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,334,21,1792,603177,2025-05-29 13:00:00,IoT
350,21,2025-05-21,21,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,270,4,1615,638644,2025-05-21 18:00:00,IoT
351,10,2025-05-10,10,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,316,8,1653,588902,2025-05-10 11:00:00,IoT
352,29,2025-05-29,29,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,306,13,1519,886809,2025-05-29 07:00:00,IoT
353,20,2025-05-20,20,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,315,8,1315,626137,2025-05-20 16:00:00,IoT
354,20,2025-05-20,20,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,263,9,1525,773588,2025-05-20 09:00:00,IoT
355,14,2025-05-14,14,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,309,12,1335,523171,2025-05-14 10:00:00,IoT
356,8,2025-05-08,8,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,305,7,1546,788181,2025-05-08 13:00:00,IoT
357,2,2025-05-02,2,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,307,23,1422,654428,2025-05-02 16:00:00,IoT
358,20,2025-05-20,20,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,266,23,1506,708502,2025-05-20 08:00:00,IoT
359,10,2025-05-10,10,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,324,15,1359,561665,2025-05-10 18:00:00,IoT
360,16,2025-05-16,16,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,333,8,1846,985278,2025-05-16 12:00:00,IoT
361,12,2025-05-12,12,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,311,17,1828,573392,2025-05-12 10:00:00,IoT
362,15,2025-05-15,15,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,313,7,1568,895827,2025-05-15 06:00:00,IoT
363,25,2025-05-25,25,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,312,20,1843,880245,2025-05-25 18:00:00,IoT
364,14,2025-05-14,14,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,295,16,1515,802955,2025-05-14 14:00:00,IoT
365,18,2025-05-18,18,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,306,5,1420,649698,2025-05-18 10:00:00,IoT
366,13,2025-05-13,13,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,312,21,1546,770961,2025-05-13 18:00:00,IoT
367,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,267,8,1693,835426,2025-05-22 08:00:00,IoT
368,7,2025-05-07,7,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,262,16,1608,641087,2025-05-07 16:00:00,IoT
369,7,2025-05-07,7,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,313,5,1652,735206,2025-05-07 11:00:00,IoT
370,3,2025-05-03,3,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,290,19,1482,435492,2025-05-03 10:00:00,IoT
371,15,2025-05-15,15,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,366,16,2200,919988,2025-05-15 07:00:00,IoT
372,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,252,6,1254,497504,2025-05-05 18:00:00,IoT
373,26,2025-05-26,26,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,284,23,1410,419241,2025-05-26 12:00:00,IoT
374,16,2025-05-16,16,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,300,15,1219,395141,2025-05-16 10:00:00,IoT
375,5,2025-05-05,5,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,291,25,1219,453754,2025-05-05 11:00:00,IoT
376,8,2025-05-08,8,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,360,13,1937,895266,2025-05-08 06:00:00,IoT
377,27,2025-05-27,27,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,317,7,1851,601494,2025-05-27 09:00:00,IoT
378,10,2025-05-10,10,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,319,16,1464,541253,2025-05-10 17:00:00,IoT
379,20,2025-05-20,20,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,292,18,1513,610829,2025-05-20 12:00:00,IoT
380,25,2025-05-25,25,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,352,8,1628,820149,2025-05-25 18:00:00,IoT
381,3,2025-05-03,3,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,364,19,2006,771119,2025-05-03 18:00:00,IoT
382,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,291,10,1449,605238,2025-05-29 06:00:00,IoT
383,2,2025-05-02,2,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,338,14,1492,604390,2025-05-02 10:00:00,IoT
384,27,2025-05-27,27,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,290,10,1263,528565,2025-05-27 06:00:00,IoT
385,12,2025-05-12,12,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,297,21,1290,578191,2025-05-12 13:00:00,IoT
386,18,2025-05-18,18,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,3,1732,597391,2025-05-18 10:00:00,IoT
387,13,2025-05-13,13,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,314,23,1646,712364,2025-05-13 09:00:00,IoT
388,8,2025-05-08,8,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,277,3,1666,814699,2025-05-08 14:00:00,IoT
389,28,2025-05-28,28,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,310,3,1433,590807,2025-05-28 15:00:00,IoT
390,8,2025-05-08,8,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,279,14,1340,461098,2025-05-08 12:00:00,IoT
391,15,2025-05-15,15,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,289,15,1577,872964,2025-05-15 15:00:00,IoT
392,19,2025-05-19,19,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,312,23,1569,696204,2025-05-19 14:00:00,IoT
393,20,2025-05-20,20,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,319,13,1655,802569,2025-05-20 07:00:00,IoT
394,9,2025-05-09,9,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,355,25,1741,686916,2025-05-09 16:00:00,IoT
395,29,2025-05-29,29,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,312,10,1676,821210,2025-05-29 18:00:00,IoT
396,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,291,3,1363,528456,2025-05-29 08:00:00,IoT
397,21,2025-05-21,21,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,316,4,1814,762126,2025-05-21 12:00:00,IoT
398,19,2025-05-19,19,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,264,10,1375,540460,2025-05-19 17:00:00,IoT
399,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,360,12,2143,887955,2025-05-22 14:00:00,IoT
400,28,2025-05-28,28,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,323,7,1950,751172,2025-05-28 13:00:00,IoT
401,24,2025-05-24,24,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,323,5,2148,875968,2025-05-24 16:00:00,IoT
402,8,2025-05-08,8,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,307,13,1578,820448,2025-05-08 18:00:00,IoT
403,12,2025-05-12,12,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,277,18,1437,573140,2025-05-12 07:00:00,IoT
404,2,2025-05-02,2,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,249,19,1441,583157,2025-05-02 09:00:00,IoT
405,4,2025-05-04,4,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,303,7,1452,616587,2025-05-04 06:00:00,IoT
406,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,326,13,1891,789899,2025-05-05 08:00:00,IoT
407,28,2025-05-28,28,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,309,23,1520,855632,2025-05-28 11:00:00,IoT
408,6,2025-05-06,6,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,307,9,1802,937006,2025-05-06 10:00:00,IoT
409,25,2025-05-25,25,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,260,5,1450,555838,2025-05-25 18:00:00,IoT
410,5,2025-05-05,5,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,310,18,1519,611494,2025-05-05 12:00:00,IoT
411,13,2025-05-13,13,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,314,13,1451,695612,2025-05-13 06:00:00,IoT
412,25,2025-05-25,25,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,261,10,1673,602162,2025-05-25 16:00:00,IoT
413,8,2025-05-08,8,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,319,19,1666,603848,2025-05-08 12:00:00,IoT
414,19,2025-05-19,19,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,264,17,1511,756343,2025-05-19 10:00:00,IoT
415,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,307,7,1372,463682,2025-05-24 16:00:00,IoT
416,11,2025-05-11,11,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,348,15,1696,636446,2025-05-11 18:00:00,IoT
417,1,2025-05-01,1,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,306,3,1533,710724,2025-05-01 17:00:00,IoT
418,19,2025-05-19,19,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,267,23,1593,619589,2025-05-19 12:00:00,IoT
